"ANO";"CEA";"NOME_CEA";"NUC_RURAL";"NUC_URBANO";"NUC_TOTAL";"DEC_URBANO";"DEC_RURAL";"DEC_TOTAL_CONJUNTO";"META_DEC";"FEC_URBANO";"FEC_RURAL";"FEC_TOTAL_CONJUNTO";"META_FEC";"ATENDE_DEC";"ATENDE_FEC"
2022;15939;DOIS VIZINHOS;12745;32015;43815;7.9122;31.8904;14.5546;14;7.2691;17.1551;10.0051;10;NÃO;NÃO
2025;15940;FIGUEIRA;4077;13326;17403;5.8394;23.5776;9.9997;13;3.8362;6.982;4.5741;8;SIM;SIM
2024;15940;FIGUEIRA;4047;13135;17182;8.5628;28.2063;13.1929;14;5.9204;9.2044;6.6945;9;SIM;SIM
2023;15940;FIGUEIRA;4032;13022;17054;8.3496;30.6797;13.6328;14;8.0191;12.9221;9.1794;9;SIM;NÃO
2022;15940;FIGUEIRA;3966;12841;16807;7.3174;32.714;13.3202;15;5.5851;12.1567;7.1383;10;SIM;SIM
2025;15941;JAGUARIAIVA;2886;15023;17909;7.2018;52.4244;14.5041;10;4.1617;17.5697;6.3278;7;NÃO;SIM
2024;15941;JAGUARIAIVA;2845;14805;17650;9.9495;52.1137;16.7466;10;5.1323;19.1273;7.3883;8;NÃO;SIM
2023;15941;JAGUARIAIVA;2802;14557;17355;10.5613;60.3988;18.6293;10;5.758;20.7669;8.1866;8;NÃO;NÃO
2022;15941;JAGUARIAIVA;2783;14340;17117;8.1449;68.5355;17.9398;11;6.4018;26.3977;9.6443;9;NÃO;NÃO
2025;15943;MARINGA;6050;43898;49948;3.3677;10.5315;4.214;6;2.9444;5.6086;3.2578;4;SIM;SIM
2024;15943;MARINGA;5637;42828;48465;4.8294;14.9352;5.98;6;5.1707;10.8996;5.8187;4;SIM;NÃO
2023;15943;MARINGA;5193;41705;46898;5.3738;15.1418;6.4357;6;3.3276;7.7947;3.8132;5;NÃO;SIM
2022;15943;MARINGA;4761;40697;45458;5.7757;14.3307;6.6522;7;6.5673;9.654;6.884;5;SIM;NÃO
2025;15945;ALTO PARANA;3037;18852;21889;5.8427;25.2564;8.5188;9;4.5;9.8028;5.2306;6;SIM;SIM
2024;15945;ALTO PARANA;2979;18676;21620;5.322;24.894;8.0042;9;3.3296;9.7421;4.2091;6;SIM;SIM
2023;15945;ALTO PARANA;2894;18381;21275;3.23;23.8846;6.0359;9;2.5551;8.5;3.3627;7;SIM;SIM
2022;15945;ALTO PARANA;2856;18238;21094;4.9539;25.1003;7.6754;9;4.2559;9.886;5.0165;7;SIM;SIM
2025;15946;CANTEIRO SEGREDO;6220;11575;17795;8.6483;26.7797;15.004;16;8.0066;13.0716;9.7815;9;SIM;NÃO
2024;15946;CANTEIRO SEGREDO;6146;11343;17489;9.2;40.3271;20.1869;16;10.6211;22.0892;14.6711;10;NÃO;NÃO
2023;15946;CANTEIRO SEGREDO;6064;11082;17146;9.7669;33.3068;18.0761;17;9.0965;16.1877;11.5986;10;NÃO;NÃO
2022;15946;CANTEIRO SEGREDO;5958;10920;16878;13.6424;34.7532;21.0947;17;13.4624;17.1497;14.7638;11;NÃO;NÃO
2025;15947;IMBITUVA;10220;13760;23980;8.7921;17.5256;12.5235;16;7.8372;13.8702;10.4141;9;SIM;NÃO
2024;15947;IMBITUVA;10073;13551;23623;9.1707;19.5101;13.5807;16;7.2603;12.7411;9.5981;10;SIM;SIM
2023;15947;IMBITUVA;9847;13217;23064;6.7703;21.9905;13.2536;17;5.6613;12.4364;8.5477;10;SIM;SIM
2022;15947;IMBITUVA;9655;12996;22651;8.1512;24.402;15.0965;17;6.229;14.466;9.7484;11;SIM;SIM
2025;15948;PILARZINHO;1048;51167;51898;4.3062;18.3494;4.3382;6;3.1163;7.8495;3.1213;4;SIM;SIM
2024;15948;PILARZINHO;96;50496;50587;6.9045;31.1743;6.9502;7;6.9294;18.2816;6.9509;4;SIM;NÃO
2023;15948;PILARZINHO;93;49136;49229;6.3718;16.1126;6.3894;7;6.0459;12.8835;6.0581;5;SIM;NÃO
2022;15948;PILARZINHO;92;47759;47847;4.6943;24.762;4.732;8;3.3036;14.0983;3.3238;5;SIM;SIM
2025;15950;TUNAS;7404;6076;13480;13.4969;65.0804;41.7489;15;12.7538;26.0538;20.0378;8;NÃO;NÃO
2024;15950;TUNAS;7203;5986;13189;27.7646;74.6097;53.3134;15;21.3159;33.1646;27.7784;8;NÃO;NÃO
2023;15950;TUNAS;7029;5919;12948;21.9963;62.0326;43.6854;16;17.0048;26.4994;22.1499;9;NÃO;NÃO
2022;15950;TUNAS;6881;5830;12711;20.4633;73.123;48.8354;16;11.5743;20.9515;16.6292;9;NÃO;NÃO
2025;15951;AFONSO PENA;5;29364;29369;2.3877;13.1475;2.3892;6;1.6108;9.5;1.6119;5;SIM;SIM
2024;15951;AFONSO PENA;3;28794;28797;3.673;7.55;3.6734;7;2.4845;10;2.4853;5;SIM;SIM
2023;15951;AFONSO PENA;3;27801;27804;3.3871;14.3833;3.3881;7;2.3227;8;2.3231;5;SIM;SIM
2022;15951;AFONSO PENA;0;27035;27035;3.493;0;3.493;8;2.6336;0;2.6336;6;SIM;SIM
2025;15952;ALMIRANTE TAMANDARE;2327;14634;16951;9.7436;44.2542;14.4818;10;6.1895;23.4975;8.5648;8;NÃO;NÃO
2024;15952;ALMIRANTE TAMANDARE;2310;14478;16773;9.557;48.4851;14.8989;10;7.7166;22.9246;9.8042;8;NÃO;NÃO
2023;15952;ALMIRANTE TAMANDARE;2259;14286;16540;7.5543;41.284;12.1859;11;4.1946;20.7401;6.4649;8;NÃO;SIM
2022;15952;ALMIRANTE TAMANDARE;2218;13852;16070;7.4797;82.4439;17.7896;11;5.1126;31.4107;8.7295;9;NÃO;SIM
2025;15953;ARAPOTI;1330;12407;13733;7.5917;37.9962;10.4876;10;4.8252;12.4839;5.5553;8;NÃO;SIM
2024;15953;ARAPOTI;1533;12286;13552;6.6162;35.6984;9.7308;11;4.1003;12.4688;5.0112;8;SIM;SIM
2023;15953;ARAPOTI;1490;11871;13361;6.6175;41.9661;10.5208;11;3.8576;15.622;5.1546;8;SIM;SIM
2022;15953;ARAPOTI;1433;11685;13118;9.4308;48.6616;13.6761;12;6.7318;24.2072;8.6237;9;NÃO;SIM
2025;15954;BAIRRO ALTO;0;16108;16108;2.5064;0;2.5064;5;1.4895;0;1.4895;5;SIM;SIM
2024;15954;BAIRRO ALTO;0;15936;15936;3.3457;0;3.3457;5;1.7842;0;1.7842;5;SIM;SIM
2023;15954;BAIRRO ALTO;0;15782;15782;4.0942;0;4.0942;6;3.211;0;3.211;5;SIM;SIM
2022;15954;BAIRRO ALTO;0;15615;15615;3.5896;0;3.5896;6;2.5623;0;2.5623;5;SIM;SIM
2025;15955;BOM RETIRO;1;15918;15918;1.729;4.1167;1.7292;5;1.0153;3;1.0154;4;SIM;SIM
2024;15955;BOM RETIRO;0;15769;15769;4.4529;0;4.4529;5;3.3594;0;3.3594;4;SIM;SIM
2023;15955;BOM RETIRO;1;15569;15569;1.8008;40.0667;1.8033;6;1.0351;22;1.0365;5;SIM;SIM
2022;15955;BOM RETIRO;1;15404;15405;2.6461;18.35;2.6472;6;1.6698;13;1.6706;5;SIM;SIM
2025;15956;FAZENDA RIO GRANDE;5192;41475;41720;3.1636;7.6265;3.3656;8;2.3236;6.6229;2.7155;6;SIM;SIM
2024;15956;FAZENDA RIO GRANDE;4882;35116;39998;3.9038;9.0975;4.5051;8;3.1465;9.3785;3.8779;6;SIM;SIM
2023;15956;FAZENDA RIO GRANDE;4437;34107;38544;3.3018;10.8758;4.1589;9;3.0318;12.8495;4.1423;7;SIM;SIM
2022;15956;FAZENDA RIO GRANDE;4091;33495;37586;5.471;10.29;5.9794;9;5.0848;7.7867;5.3718;7;SIM;SIM
2025;15957;JARDIM DAS AMERICAS;0;16068;16068;2.0405;0;2.0405;5;1.428;0;1.428;5;SIM;SIM
2024;15957;JARDIM DAS AMERICAS;0;15833;15833;3.7721;0;3.7721;5;2.0472;0;2.0472;5;SIM;SIM
2023;15957;JARDIM DAS AMERICAS;0;15610;15610;2.792;0;2.792;5;1.4784;0;1.4784;5;SIM;SIM
2022;15957;JARDIM DAS AMERICAS;0;15483;15483;2.1909;0;2.1909;5;3.4219;0;3.4219;5;SIM;SIM
2025;15958;DISTRITO INDUSTRIAL DE TELEMACO BORBA;11478;24667;34612;9.8791;31.5478;16.774;14;9.3361;14.6183;11.0143;8;NÃO;NÃO
2024;15958;DISTRITO INDUSTRIAL DE TELEMACO BORBA;11388;22739;34127;7.0158;36.4963;16.8218;14;6.1674;15.4937;9.2697;8;NÃO;NÃO
2023;15958;DISTRITO INDUSTRIAL DE TELEMACO BORBA;11160;22417;33577;10.498;48.9703;23.2329;14;10.0944;21.2039;13.7713;8;NÃO;NÃO
2022;15958;DISTRITO INDUSTRIAL DE TELEMACO BORBA;10883;22073;32956;11.7861;53.2512;25.4678;15;11.862;23.7644;15.7891;9;NÃO;NÃO
2025;15959;PASSO DO IGUACU;8291;22614;30896;3.8209;20.4471;8.3057;12;2.8526;9.5285;4.6526;7;SIM;SIM
2024;15959;PASSO DO IGUACU;8209;22255;30440;4.9299;30.6643;11.8496;12;3.8827;14.3151;6.6883;7;SIM;SIM
2023;15959;PASSO DO IGUACU;8151;22054;30205;5.0653;29.2642;11.5905;13;3.3173;12.9723;5.9207;8;SIM;SIM
2022;15959;PASSO DO IGUACU;8049;21828;29877;5.3412;29.1711;11.7678;13;5.4872;13.7816;7.7241;8;SIM;SIM
2025;15961;SEMIRAMIS;414;56756;57170;3.1721;44.3594;3.4708;6;2.2349;14.2073;2.3217;5;SIM;SIM
2024;15961;SEMIRAMIS;407;54935;55337;3.0505;21.8963;3.1895;6;1.769;6.8749;1.8066;5;SIM;SIM
2023;15961;SEMIRAMIS;405;53600;54001;2.3305;13.2737;2.413;6;1.7079;4.6857;1.7303;5;SIM;SIM
2022;15961;SEMIRAMIS;402;52035;52437;2.1997;24.442;2.3712;7;1.4842;4.8638;1.5102;6;SIM;SIM
2025;15962;MANDACARU;841;36267;37108;2.9127;1.4276;2.8796;5;1.6568;0.7491;1.6366;4;SIM;SIM
2024;15962;MANDACARU;799;35963;36759;4.54;4.699;4.5433;5;3.7771;4.4391;3.7913;4;SIM;SIM
2023;15962;MANDACARU;755;35241;35995;4.1993;3.4411;4.1843;5;3.0839;3.595;3.0943;4;SIM;SIM
2022;15962;MANDACARU;703;34422;35120;4.6946;3.9885;4.6802;6;3.5306;3.6544;3.5309;4;SIM;SIM
2025;15963;NOVA ESPERANCA;2374;16261;18632;6.136;20.403;7.9597;7;4.4933;8.7405;5.0362;6;NÃO;SIM
2024;15963;NOVA ESPERANCA;2354;16103;18455;4.087;18.3066;5.8921;7;2.5667;6.1055;3.0158;6;SIM;SIM
2023;15963;NOVA ESPERANCA;2520;15942;18218;4.2172;25.9954;6.9457;8;3.7071;8.1272;4.2655;6;SIM;SIM
2022;15963;NOVA ESPERANCA;2506;15481;17987;4.2791;12.8625;5.471;8;3.2476;5.9676;3.6254;6;SIM;SIM
2025;15964;MARIALVA;3226;20684;23910;4.0353;14.3521;5.4218;7;3.0449;6.2111;3.4698;6;SIM;SIM
2024;15964;MARIALVA;3104;20223;23327;4.6411;16.2861;6.1663;7;2.6498;7.3724;3.2693;6;SIM;SIM
2023;15964;MARIALVA;2923;19938;22861;4.7972;20.938;6.7931;7;3.0057;9.4993;3.8064;6;SIM;SIM
2022;15964;MARIALVA;2723;19627;22350;5.1059;18.4407;6.7142;7;4.0388;10.2062;4.7828;6;SIM;SIM
2025;15965;JARDIM CANADA;0;28267;28267;0.8387;0;0.8387;5;0.6779;0;0.6779;4;SIM;SIM
2024;15965;JARDIM CANADA;0;27784;27784;1.248;0;1.248;5;0.9853;0;0.9853;4;SIM;SIM
2023;15965;JARDIM CANADA;0;26985;26985;1.7969;0;1.7969;5;0.9781;0;0.9781;5;SIM;SIM
2022;15965;JARDIM CANADA;0;26393;26393;1.5246;0;1.5246;5;1.4954;0;1.4954;5;SIM;SIM
2025;15966;IBAITI;5336;17925;23261;5.9366;23.1222;9.8601;12;3.1856;7.7847;4.2348;8;SIM;SIM
2024;15966;IBAITI;5177;17691;22868;4.1288;26.9792;9.2719;13;3.041;10.7988;4.7875;8;SIM;SIM
2023;15966;IBAITI;5018;17480;22498;4.9142;28.3387;10.0981;13;3.5281;9.5609;4.8596;9;SIM;SIM
2022;15966;IBAITI;4842;17383;22224;6.9792;23.6398;10.5841;14;4.7125;11.1504;6.1058;9;SIM;SIM
2025;15967;CHOPINZINHO;3113;9195;12303;4.9828;22.7753;9.5142;12;3.1865;10.3732;5.0152;8;SIM;SIM
2024;15967;CHOPINZINHO;3089;8986;12064;5.1044;28.4738;11.1073;12;3.9288;9.1278;5.264;8;SIM;SIM
2023;15967;CHOPINZINHO;3079;8895;11973;6.9545;27.156;12.1664;12;8.7456;15.0377;10.3675;8;NÃO;NÃO
2022;15967;CHOPINZINHO;3071;8759;11822;6.9347;26.8588;12.1285;12;6.8811;14.7573;8.9337;8;NÃO;NÃO
2025;15968;CONCORDIA;2496;37801;40297;5.158;26.2863;6.4677;7;4.5116;12.4982;5.0065;6;SIM;SIM
2024;15968;CONCORDIA;2443;36807;39250;4.8762;31.76;6.5541;8;3.3967;15.9817;4.1822;6;SIM;SIM
2023;15968;CONCORDIA;2417;36226;38643;4.2213;32.2246;5.9772;8;3.8658;17.0134;4.6897;6;SIM;SIM
2022;15968;CONCORDIA;2388;35468;37835;4.2717;28.5736;5.7991;9;3.5683;15.9813;4.3477;7;SIM;SIM
2025;15969;BACACHERI;0;46180;46180;1.508;0;1.508;5;0.957;0;0.957;4;SIM;SIM
2024;15969;BACACHERI;0;45471;45471;1.5431;0;1.5431;5;0.885;0;0.885;4;SIM;SIM
2023;15969;BACACHERI;0;44744;44744;1.3351;0;1.3351;5;1.117;0;1.117;5;SIM;SIM
2022;15969;BACACHERI;0;44024;44024;2.0889;0;2.0889;5;1.7117;0;1.7117;5;SIM;SIM
2025;15970;RIO BRANCO DO SUL;6446;21695;28139;15.0874;40.8796;20.9484;13;14.7316;30.6964;18.3567;7;NÃO;NÃO
2024;15970;RIO BRANCO DO SUL;6237;21388;27625;12.931;58.3901;23.1444;13;10.9425;33.9736;16.1204;8;NÃO;NÃO
2023;15970;RIO BRANCO DO SUL;6030;21024;27032;9.3623;51.1621;18.6309;14;6.9642;30.8096;12.2502;8;NÃO;NÃO
2022;15970;RIO BRANCO DO SUL;6204;20726;26571;9.0264;61.1037;20.8889;15;9.616;32.5752;14.8036;9;NÃO;NÃO
2025;15971;MERCES;0;41678;41678;1.9681;0;1.9681;5;1.2712;0;1.2712;4;SIM;SIM
2024;15971;MERCES;0;41377;41377;2.2462;0;2.2462;5;1.4511;0;1.4511;4;SIM;SIM
2023;15971;MERCES;0;40947;40947;1.4463;0;1.4463;5;0.9411;0;0.9411;5;SIM;SIM
2022;15971;MERCES;0;40377;40377;2.552;0;2.552;5;1.6893;0;1.6893;5;SIM;SIM
2025;15972;GUATUPE;60;44677;44736;4.3233;35.0504;4.3639;6;3.3162;15.6749;3.3326;5;SIM;SIM
2024;15972;GUATUPE;55;43606;43661;3.8641;24.791;3.8891;7;3.4015;14.4431;3.4147;5;SIM;SIM
2023;15972;GUATUPE;51;42925;42976;6.0152;24.4942;6.0367;7;4.4984;14.9392;4.5106;5;SIM;SIM
2022;15972;GUATUPE;48;41914;41962;5.9356;31.5401;5.9628;8;5.2042;17.3236;5.217;6;SIM;SIM
2025;15973;COLOMBO;5614;10466;16080;12.2161;27.1799;17.4304;10;12.48;18.7004;14.6478;8;NÃO;NÃO
2024;15973;COLOMBO;5421;10303;15657;14.0323;29.3139;19.2008;10;11.1865;16.2067;12.8844;8;NÃO;NÃO
2023;15973;COLOMBO;5150;10129;15279;10.4851;23.0629;14.7082;11;11.5674;15.9946;13.0544;8;NÃO;NÃO
2022;15973;COLOMBO;5011;9996;15007;9.5262;31.1918;16.7747;11;7.281;16.7715;10.4563;9;NÃO;NÃO
2025;15974;CAPANEMA;1;32474;32475;1.7406;2.35;1.7407;4;0.9894;2;0.9895;4;SIM;SIM
2024;15974;CAPANEMA;0;31345;31345;2.0574;0;2.0574;4;1.2856;0;1.2856;4;SIM;SIM
2023;15974;CAPANEMA;0;30744;30744;1.2309;0;1.2309;4;0.5556;0;0.5556;4;SIM;SIM
2022;15974;CAPANEMA;0;30108;30108;2.144;0;2.144;4;1.4003;0;1.4003;4;SIM;SIM
2025;16754;AGUA VERDE;0;39089;39089;1.9138;0;1.9138;5;1.2784;0;1.2784;4;SIM;SIM
2024;16754;AGUA VERDE;0;38606;38606;2.4663;0;2.4663;5;1.3923;0;1.3923;4;SIM;SIM
2023;16754;AGUA VERDE;0;37786;37786;1.1352;0;1.1352;5;0.8781;0;0.8781;4;SIM;SIM
2022;16754;AGUA VERDE;0;37130;37130;2.7533;0;2.7533;5;2.6532;0;2.6532;4;SIM;SIM
2025;16755;APUCARANA;3608;50316;53902;7.0182;24.8084;8.2121;7;5.9763;9.0157;6.1802;5;NÃO;NÃO
2024;16755;APUCARANA;3563;49762;53325;3.4703;18.0286;4.4217;7;2.4218;6.9139;2.7159;5;SIM;SIM
2023;16755;APUCARANA;3387;49457;52844;4.4151;22.5763;5.5655;7;4.1674;8.828;4.4625;6;SIM;SIM
2022;16755;APUCARANA;3276;48712;51988;2.9262;20.2245;4.0191;8;2.2747;8.1121;2.6437;6;SIM;SIM
2025;16756;ASSIS CHATEAUBRIAND;5436;28069;33505;8.0775;23.5177;10.6014;10;5.3299;12.2753;6.466;7;NÃO;SIM
2024;16756;ASSIS CHATEAUBRIAND;5323;27228;32551;6.9751;23.7083;9.7017;10;6.7564;15.3083;8.1497;7;SIM;NÃO
2023;16756;ASSIS CHATEAUBRIAND;5241;26773;31972;9.2626;30.444;12.7393;10;8.1268;15.9765;9.4144;7;NÃO;NÃO
2022;16756;ASSIS CHATEAUBRIAND;5231;26308;31539;7.0679;23.9989;9.8702;11;5.8431;11.3642;6.7566;8;SIM;SIM
2025;16757;BARBOSA FERRAZ;2143;7652;9795;4.656;22.4865;8.5062;11;2.4951;8.5282;3.7971;7;SIM;SIM
2024;16757;BARBOSA FERRAZ;2023;7528;9551;6.6549;33.8494;12.4078;11;2.9738;10.8502;4.6405;7;NÃO;SIM
2023;16757;BARBOSA FERRAZ;2036;7487;9518;5.585;31.1692;11.0383;11;3.6497;10.5737;5.1263;7;NÃO;SIM
2022;16757;BARBOSA FERRAZ;2035;7471;9494;4.6153;27.6983;9.5582;12;2.3028;9.1854;3.7766;8;SIM;SIM
2025;16758;BATEL;0;42674;42674;1.0254;0;1.0254;5;0.5318;0;0.5318;3;SIM;SIM
2024;16758;BATEL;0;41880;41880;1.3236;0;1.3236;5;1.0791;0;1.0791;3;SIM;SIM
2023;16758;BATEL;0;41315;41315;1.7591;0;1.7591;5;0.8689;0;0.8689;3;SIM;SIM
2022;16758;BATEL;0;40527;40527;1.6579;0;1.6579;5;1.4251;0;1.4251;3;SIM;SIM
2025;16759;BOQUEIRAO;1;38370;38371;3.8681;9.3833;3.8683;6;2.7511;8;2.7512;4;SIM;SIM
2024;16759;BOQUEIRAO;1;38053;38054;3.5029;2.6167;3.5029;6;2.4324;2;2.4324;4;SIM;SIM
2023;16759;BOQUEIRAO;1;37696;37697;2.6875;12.6;2.6878;6;1.5237;12;1.5239;5;SIM;SIM
2022;16759;BOQUEIRAO;1;37142;37143;3.7508;0.2;3.7508;7;2.074;1;2.074;5;SIM;SIM
2025;16760;CAFELANDIA DO OESTE;3646;21635;25279;6.4667;28.8265;9.6996;10;5.2889;14.0299;6.5527;7;SIM;SIM
2024;16760;CAFELANDIA DO OESTE;3571;21303;24854;6.74;30.741;9.9929;10;5.6586;13.7247;6.751;7;SIM;SIM
2023;16760;CAFELANDIA DO OESTE;3250;20890;24140;8.7419;37.119;12.5473;10;8.3445;18.0362;9.6441;7;NÃO;NÃO
2022;16760;CAFELANDIA DO OESTE;3171;20573;23743;8.4467;39.3094;12.5783;11;8.1387;16.9434;9.3176;8;NÃO;NÃO
2025;16761;CAMBE;2125;17068;19193;1.6502;14.3861;3.0367;6;1.0276;5.6324;1.5292;5;SIM;SIM
2024;16761;CAMBE;2038;16891;18929;1.4404;14.1632;2.7808;6;1.1315;7.4028;1.7908;5;SIM;SIM
2023;16761;CAMBE;1934;16692;18626;2.1355;11.2336;3.0808;6;1.3295;4.4478;1.6533;5;SIM;SIM
2022;16761;CAMBE;1865;16163;18022;2.2739;8.6846;2.936;7;1.6045;4.0899;1.861;6;SIM;SIM
2025;16762;HAUER;0;18786;18786;2.5112;0;2.5112;5;1.984;0;1.984;4;SIM;SIM
2024;16762;HAUER;0;18625;18625;4.3054;0;4.3054;5;2.8142;0;2.8142;4;SIM;SIM
2023;16762;HAUER;0;18540;18540;2.7754;0;2.7754;5;2.0051;0;2.0051;5;SIM;SIM
2022;16762;HAUER;0;18443;18443;2.2007;0;2.2007;6;1.3902;0;1.3902;5;SIM;SIM
2025;16763;LONDRINA;370;24643;25011;3.8005;7.205;3.8461;6;2.8504;2.1202;2.8396;5;SIM;SIM
2024;16763;LONDRINA;333;24479;24812;3.1702;3.168;3.1703;6;4.2832;4.8574;4.2908;5;SIM;SIM
2023;16763;LONDRINA;308;24065;24371;3.0534;3.2237;3.0557;6;2.8467;1.432;2.8293;5;SIM;SIM
2022;16763;LONDRINA;272;23486;23757;1.8713;1.178;1.8639;7;1.5081;1.3368;1.5063;6;SIM;SIM
2025;16764;MANDAGUARI;2420;25283;27703;4.1818;18.2608;5.3824;6;2.8104;7.0132;3.1689;6;SIM;SIM
2024;16764;MANDAGUARI;2285;25100;27385;4.8905;15.4344;5.7468;6;3.8194;7.4137;4.1114;6;SIM;SIM
2023;16764;MANDAGUARI;2140;24926;27043;5.3491;19.4138;6.4358;7;3.9411;7.5479;4.2193;6;SIM;SIM
2022;16764;MANDAGUARI;2030;24835;26865;2.6175;19.0309;3.8344;7;2.2478;7.945;2.6702;6;SIM;SIM
2025;16765;NOVO MUNDO;0;27074;27074;3.564;0;3.564;5;2.9825;0;2.9825;4;SIM;SIM
2024;16765;NOVO MUNDO;0;26782;26782;4.1669;0;4.1669;5;3.467;0;3.467;4;SIM;SIM
2023;16765;NOVO MUNDO;0;26488;26488;2.7059;0;2.7059;6;2.6116;0;2.6116;5;SIM;SIM
2022;16765;NOVO MUNDO;0;26239;26239;3.6535;0;3.6535;6;3.0444;0;3.0444;5;SIM;SIM
2025;16766;PAROLIN;0;22186;22186;2.4312;0;2.4312;5;1.8164;0;1.8164;4;SIM;SIM
2024;16766;PAROLIN;0;22039;22039;3.6777;0;3.6777;5;2.1851;0;2.1851;4;SIM;SIM
2023;16766;PAROLIN;0;21673;21673;2.9532;0;2.9532;5;2.12;0;2.12;5;SIM;SIM
2022;16766;PAROLIN;0;21467;21467;2.7653;0;2.7653;5;2.3128;0;2.3128;5;SIM;SIM
2025;16767;PINHEIRINHO;0;65625;65625;3.5728;0;3.5728;5;3.231;0;3.231;4;SIM;SIM
2024;16767;PINHEIRINHO;0;65167;65167;3.7471;0;3.7471;5;3.4638;0;3.4638;4;SIM;SIM
2023;16767;PINHEIRINHO;0;64640;64640;3.5718;0;3.5718;6;3.4958;0;3.4958;5;SIM;SIM
2022;16767;PINHEIRINHO;0;64121;64121;4.2114;0;4.2114;6;3.1034;0;3.1034;5;SIM;SIM
2025;16768;PINHEIROS;6035;52938;58973;5.3559;42.0934;9.1271;9;5.1319;22.2536;6.8892;6;NÃO;NÃO
2024;16768;PINHEIROS;5923;51693;57612;4.9761;46.7418;9.3036;9;4.2442;24.418;6.3339;6;NÃO;NÃO
2023;16768;PINHEIROS;5891;50513;56404;5.0222;48.5092;9.575;9;5.3519;23.5426;7.258;6;NÃO;NÃO
2022;16768;PINHEIROS;5823;49513;55336;6.5415;59.554;12.1519;10;7.3413;29.2115;9.6543;7;NÃO;NÃO
2025;16769;PRAIA DE LESTE;1323;48885;50208;6.2053;19.9562;6.5666;7;4.0327;7.9535;4.1359;6;SIM;SIM
2024;16769;PRAIA DE LESTE;1292;47887;49179;9.9855;21.2631;10.2808;7;5.6253;7.0682;5.6629;6;NÃO;SIM
2023;16769;PRAIA DE LESTE;1259;46987;48246;8.1597;33.6938;8.8239;8;7.4558;15.3883;7.6615;7;NÃO;NÃO
2022;16769;PRAIA DE LESTE;1215;45818;47033;10.9597;57.0124;12.1421;8;7.5841;19.0212;7.8771;7;NÃO;NÃO
2025;16770;PRUDENTOPOLIS;12039;18035;30065;7.0518;18.8939;11.8104;17;5.1688;9.5393;6.9246;10;SIM;SIM
2024;16770;PRUDENTOPOLIS;11943;17691;29634;6.4809;20.2185;12.0265;17;7.2311;9.1593;8.0087;10;SIM;SIM
2023;16770;PRUDENTOPOLIS;11754;17323;29077;7.7853;22.3627;13.6797;18;8.2002;12.6078;9.983;11;SIM;SIM
2022;16770;PRUDENTOPOLIS;11577;17023;28600;7.8145;20.4604;12.9351;18;8.6697;13.4644;10.6111;11;SIM;SIM
2025;16771;SANTA QUITERIA;0;45451;45451;2.1639;0;2.1639;5;1.4384;0;1.4384;4;SIM;SIM
2024;16771;SANTA QUITERIA;0;44591;44591;4.2469;0;4.2469;5;2.8876;0;2.8876;4;SIM;SIM
2023;16771;SANTA QUITERIA;0;43735;43735;2.3929;0;2.3929;5;1.6387;0;1.6387;5;SIM;SIM
2022;16771;SANTA QUITERIA;0;42990;42990;3.8958;0;3.8958;5;2.9287;0;2.9287;5;SIM;SIM
2025;16772;SAO PEDRO DO IVAI;3767;15693;19460;4.795;16.8166;7.0922;9;2.6921;6.2591;3.3734;6;SIM;SIM
2024;16772;SAO PEDRO DO IVAI;3641;15609;19250;5.2287;15.676;7.1929;9;2.426;5.5468;3.0128;6;SIM;SIM
2023;16772;SAO PEDRO DO IVAI;3556;15485;19039;4.6513;22.4402;7.9472;9;2.8564;7.38;3.6944;7;SIM;SIM
2022;16772;SAO PEDRO DO IVAI;3447;15404;18851;5.7992;19.1641;8.2254;10;3.3637;7.2796;4.0744;7;SIM;SIM
2025;16773;SITIO CERCADO;0;21574;21574;3.8153;0;3.8153;5;2.9811;0;2.9811;4;SIM;SIM
2024;16773;SITIO CERCADO;0;21273;21273;4.0729;0;4.0729;5;2.6207;0;2.6207;4;SIM;SIM
2023;16773;SITIO CERCADO;0;21049;21049;4.0026;0;4.0026;6;2.2833;0;2.2833;5;SIM;SIM
2022;16773;SITIO CERCADO;0;20807;20807;3.5663;0;3.5663;6;2.8158;0;2.8158;5;SIM;SIM
2025;16774;TATUQUARA;0;44586;44586;4.7704;0;4.7704;6;4.3883;0;4.3883;5;SIM;SIM
2024;16774;TATUQUARA;0;43156;43156;7.7661;0;7.7661;6;5.2847;0;5.2847;5;NÃO;NÃO
2023;16774;TATUQUARA;0;41873;41873;4.8082;0;4.8082;6;4.2944;0;4.2944;6;SIM;SIM
2022;16774;TATUQUARA;0;40397;40397;4.3803;0;4.3803;7;3.4171;0;3.4171;6;SIM;SIM
2025;16775;UBERABA;2;53380;53382;3.3287;8.0833;3.3289;4;2.1542;7;2.1544;4;SIM;SIM
2024;16775;UBERABA;2;52702;52704;3.9903;2.5417;3.9903;4;2.9723;6.5;2.9724;4;SIM;SIM
2023;16775;UBERABA;2;51949;51950;3.1636;6.9417;3.1638;5;2.58;6;2.5801;5;SIM;SIM
2022;16775;UBERABA;2;51478;51480;3.858;0.1667;3.8579;5;3.0269;0.5;3.0269;5;SIM;SIM
2025;16776;UBIRATA;5437;25109;30491;6.2715;26.9403;9.9527;12;5.4863;13.8592;6.9776;8;SIM;SIM
